"","car.id","time.arrived"
"9210","20153528073548-83","2015-06-28 07:35:00"
"9211","20153528073554-422","2015-09-28 07:35:00"
"9212","20153528093544-388","2015-07-28 21:35:00"
"9213","20153529023546-798","2015-08-29 14:35:00"
"9214","20153529033511-7","2015-11-29 15:35:00"
"9215","20153529033559-238","2015-06-29 15:35:00"
"9216","20153529043524-518","2015-10-29 04:35:00"
"9217","20153529043556-955","2015-05-29 16:35:00"
"9218","20153529063501-322","2015-08-29 06:35:00"
"9219","20153529083516-535","2015-06-29 08:35:00"
"9220","20153529113545-877","2015-08-29 23:35:00"
"9221","20153530033515-177","2015-08-30 15:35:00"
"9222","20153530053501-879","2015-07-30 17:35:00"
"9223","20153530053547-645","2015-07-30 17:35:00"
"9224","20153530063502-239","2015-07-30 06:35:00"
"9225","20153530093500-378","2015-06-30 09:35:00"
"9226","20153531063525-211","2015-05-31 18:35:00"
"9227","20153531103551-510","2015-07-31 10:35:00"
"9228","20153531113522-803","2015-07-31 11:35:00"
"9229","20153601013616-849","2015-05-01 13:36:00"
"9230","20153601023624-894","2015-08-01 14:36:00"
"9231","20153601023648-750","2015-06-01 02:36:00"
"9232","20153601043615-143","2015-08-01 16:36:00"
"9233","20153601063643-881","2015-07-01 06:36:00"
"9234","20153601073650-751","2015-05-01 07:36:00"
"9235","20153601083623-683","2015-08-01 08:36:00"
"9236","20153601083632-281","2015-07-01 08:36:00"
"9237","20153601083636-353","2015-11-01 08:36:00"
"9238","20153601093619-939","2015-06-01 09:36:00"
"9239","20153601093644-33","2015-05-01 09:36:00"
"9240","20153601103622-176","2015-06-01 10:36:00"
"9241","20153601103622-897","2015-08-01 10:36:00"
"9242","20153601103632-930","2015-05-01 10:36:00"
"9243","20153601123633-561","2015-07-01 12:36:00"
"9244","20153602023631-591","2015-10-02 14:36:00"
"9245","20153602023647-120","2015-05-02 14:36:00"
"9246","20153602033634-853","2015-08-02 15:36:00"
"9247","20153602043601-34","2015-07-02 16:36:00"
"9248","20153602043607-343","2015-07-02 16:36:00"
"9249","20153602043658-257","2015-08-02 16:36:00"
"9250","20153602053648-835","2015-08-02 17:36:00"
"9251","20153602063625-130","2015-07-02 06:36:00"
"9252","20153602063638-621","2015-07-02 18:36:00"
"9253","20153602063652-514","2015-06-02 18:36:00"
"9254","20153602113611-646","2015-08-02 11:36:00"
"9255","20153602113624-365","2015-10-02 23:36:00"
"9256","20153603013647-781","2015-06-03 13:36:00"
"9257","20153603023614-793","2015-06-03 14:36:00"
"9258","20153603043612-556","2015-12-03 04:36:00"
"9259","20153603053617-529","2015-08-03 17:36:00"
"9260","20153603053623-213","2015-08-03 17:36:00"
"9261","20153603073606-804","2015-10-03 19:36:00"
"9262","20153603073614-148","2015-05-03 07:36:00"
"9263","20153603073635-578","2015-07-03 07:36:00"
"9264","20153603083601-161","2015-08-03 08:36:00"
"9265","20153603083642-570","2015-11-03 08:36:00"
"9266","20153603093633-912","2015-07-03 09:36:00"
"9267","20153603103631-247","2015-07-03 10:36:00"
"9268","20153603123623-802","2015-10-03 12:36:00"
"9269","20153604033631-714","2015-08-04 15:36:00"
"9270","20153604043601-41","2015-07-04 16:36:00"
"9271","20153604053608-723","2015-07-04 17:36:00"
"9272","20153604063638-945","2015-08-04 06:36:00"
"9273","20153604073602-444","2015-08-04 07:36:00"
"9274","20153604073634-474","2015-08-04 07:36:00"
"9275","20153604073635-88","2015-09-04 07:36:00"
"9276","20153604113610-711","2015-05-04 11:36:00"
"9277","20153604113627-746","2015-10-04 11:36:00"
"9278","20153604113655-937","2015-12-04 23:36:00"
"9279","20153604113656-45","2015-07-04 11:36:00"
"9280","20153604123646-881","2015-07-04 12:36:00"
"9281","20153605023617-415","2015-09-05 14:36:00"
"9282","20153605023618-257","2015-11-05 02:36:00"
"9283","20153605033603-700","2015-08-05 15:36:00"
"9284","20153605033626-803","2015-09-05 15:36:00"
"9285","20153605033636-902","2015-07-05 15:36:00"
"9286","20153605053621-441","2015-08-05 05:36:00"
"9287","20153605083616-232","2015-11-05 08:36:00"
"9288","20153605083637-818","2015-08-05 08:36:00"
"9289","20153605103654-343","2015-09-05 10:36:00"
"9290","20153605113620-487","2015-07-05 11:36:00"
"9291","20153606013635-991","2015-06-06 01:36:00"
"9292","20153606013658-220","2015-10-06 13:36:00"
"9293","20153606043644-52","2015-05-06 16:36:00"
"9294","20153606053617-896","2015-08-06 17:36:00"
"9295","20153606063624-577","2015-07-06 06:36:00"
"9296","20153606063650-287","2015-12-06 06:36:00"
"9297","20153606073630-948","2015-09-06 07:36:00"
"9298","20153606073638-860","2015-09-06 07:36:00"
"9299","20153606073651-676","2015-06-06 07:36:00"
"9300","20153606073654-459","2015-12-06 07:36:00"
"9301","20153606073656-187","2015-06-06 07:36:00"
"9302","20153606083646-244","2015-06-06 20:36:00"
"9303","20153606103646-550","2015-09-06 22:36:00"
"9304","20153606103657-307","2015-09-06 10:36:00"
"9305","20153606113605-705","2015-07-06 11:36:00"
"9306","20153606123604-841","2015-06-06 12:36:00"
"9307","20153606123639-984","2015-07-06 12:36:00"
"9308","20153607023643-340","2015-06-07 14:36:00"
"9309","20153607053604-567","2015-08-07 17:36:00"
"9310","20153607053611-636","2015-06-07 05:36:00"
"9311","20153607053640-189","2015-10-07 05:36:00"
"9312","20153607073659-642","2015-06-07 07:36:00"
"9313","20153607093625-365","2015-09-07 09:36:00"
"9314","20153607113603-801","2015-09-07 11:36:00"
"9315","20153608033627-983","2015-06-08 03:36:00"
"9316","20153608033630-572","2015-08-08 15:36:00"
"9317","20153608073613-642","2015-07-08 07:36:00"
"9318","20153608073657-712","2015-09-08 07:36:00"
"9319","20153608103643-55","2015-06-08 10:36:00"
"9320","20153608113640-380","2015-08-08 23:36:00"
"9321","20153609013658-819","2015-08-09 13:36:00"
"9322","20153609033618-162","2015-09-09 03:36:00"
"9323","20153609033627-164","2015-08-09 15:36:00"
"9324","20153609033638-542","2015-09-09 15:36:00"
"9325","20153609043621-422","2015-09-09 04:36:00"
"9326","20153609073641-224","2015-08-09 07:36:00"
"9327","20153609073654-587","2015-07-09 07:36:00"
"9328","20153609113620-453","2015-06-09 23:36:00"
"9329","20153609113649-758","2015-08-09 11:36:00"
"9330","20153610013632-446","2015-07-10 13:36:00"
"9331","20153610043627-233","2015-07-10 16:36:00"
"9332","20153610123607-900","2015-07-10 00:36:00"
"9333","20153610123613-496","2015-05-10 12:36:00"
"9334","20153610123659-887","2015-08-10 12:36:00"
"9335","20153611023638-561","2015-06-11 02:36:00"
"9336","20153611043604-222","2015-07-11 16:36:00"
"9337","20153611073650-522","2015-09-11 07:36:00"
"9338","20153611083607-245","2015-09-11 20:36:00"
"9339","20153611093610-113","2015-09-11 09:36:00"
"9340","20153611123644-691","2015-08-11 12:36:00"
"9341","20153611123659-692","2015-08-11 12:36:00"
"9342","20153612033615-297","2015-09-12 15:36:00"
"9343","20153612043649-569","2015-08-12 16:36:00"
"9344","20153612043651-254","2015-08-12 16:36:00"
"9345","20153612053612-84","2015-07-12 05:36:00"
"9346","20153612063648-403","2015-10-12 06:36:00"
"9347","20153612073601-240","2015-06-12 19:36:00"
"9348","20153612073632-445","2015-07-12 07:36:00"
"9349","20153612103624-436","2015-09-12 10:36:00"
"9350","20153613013611-755","2015-10-13 01:36:00"
"9351","20153613013647-912","2015-07-13 13:36:00"
"9352","20153613033606-451","2015-09-13 15:36:00"
"9353","20153613053658-337","2015-07-13 17:36:00"
"9354","20153613083644-306","2015-09-13 08:36:00"
"9355","20153613093642-826","2015-09-13 21:36:00"
"9356","20153613113604-266","2015-10-13 23:36:00"
"9357","20153613113630-366","2015-11-13 11:36:00"
"9358","20153614033641-18","2015-12-14 15:36:00"
"9359","20153614093623-198","2015-07-14 09:36:00"
"9360","20153614113645-637","2015-08-14 11:36:00"
"9361","20153614123621-352","2015-08-14 12:36:00"
"9362","20153615013648-281","2015-09-15 13:36:00"
"9363","20153615033630-46","2015-09-15 03:36:00"
"9364","20153615033644-309","2015-06-15 15:36:00"
"9365","20153615043650-835","2015-08-15 04:36:00"
"9366","20153615073626-13","2015-11-15 07:36:00"
"9367","20153615093614-562","2015-08-15 21:36:00"
"9368","20153615103638-158","2015-05-15 10:36:00"
"9369","20153615113617-365","2015-07-15 11:36:00"
"9370","20153615113626-103","2015-07-15 11:36:00"
"9371","20153615113653-146","2015-09-15 11:36:00"
"9372","20153616013639-745","2015-05-16 13:36:00"
"9373","20153616013642-115","2015-08-16 13:36:00"
"9374","20153616023622-592","2015-08-16 14:36:00"
"9375","20153616023658-518","2015-07-16 14:36:00"
"9376","20153616093612-196","2015-07-16 09:36:00"
"9377","20153616103605-901","2015-06-16 22:36:00"
"9378","20153616123655-217","2015-09-16 12:36:00"
"9379","20153617013601-315","2015-07-17 13:36:00"
"9380","20153617013645-103","2015-07-17 13:36:00"
"9381","20153617033658-794","2015-07-17 15:36:00"
"9382","20153617043652-935","2015-12-17 04:36:00"
"9383","20153617073625-500","2015-09-17 07:36:00"
"9384","20153617093653-526","2015-06-17 09:36:00"
"9385","20153617103638-247","2015-08-17 10:36:00"
"9386","20153617103644-124","2015-06-17 10:36:00"
"9387","20153617113627-467","2015-07-17 23:36:00"
"9388","20153618053610-340","2015-07-18 17:36:00"
"9389","20153618073618-931","2015-09-18 07:36:00"
"9390","20153618073639-900","2015-05-18 07:36:00"
"9391","20153618093644-486","2015-10-18 09:36:00"
"9392","20153618103651-556","2015-07-18 10:36:00"
"9393","20153618113644-795","2015-07-18 11:36:00"
"9394","20153618123612-480","2015-06-18 12:36:00"
"9395","20153619013645-677","2015-12-19 13:36:00"
"9396","20153619043658-889","2015-06-19 16:36:00"
"9397","20153619053636-962","2015-07-19 17:36:00"
"9398","20153619063610-927","2015-09-19 06:36:00"
"9399","20153619073613-656","2015-06-19 07:36:00"
"9400","20153619103622-151","2015-06-19 10:36:00"
"9401","20153619123625-792","2015-06-19 12:36:00"
"9402","20153619123629-727","2015-09-19 12:36:00"
"9403","20153620013633-332","2015-06-20 13:36:00"
"9404","20153620023617-93","2015-07-20 14:36:00"
"9405","20153620033616-263","2015-07-20 15:36:00"
"9406","20153620033619-929","2015-09-20 15:36:00"
"9407","20153620053622-72","2015-06-20 17:36:00"
"9408","20153620073607-661","2015-08-20 07:36:00"
"9409","20153620073642-259","2015-09-20 19:36:00"
"9410","20153620073655-119","2015-05-20 07:36:00"
"9411","20153620083607-408","2015-08-20 08:36:00"
"9412","20153620083629-759","2015-10-20 08:36:00"
"9413","20153620093610-570","2015-08-20 09:36:00"
"9414","20153620093639-512","2015-10-20 21:36:00"
"9415","20153621013605-948","2015-05-21 13:36:00"
"9416","20153621033624-514","2015-06-21 15:36:00"
"9417","20153621043606-60","2015-08-21 16:36:00"
"9418","20153621043654-816","2015-07-21 16:36:00"
"9419","20153621093642-578","2015-06-21 21:36:00"
"9420","20153621103636-206","2015-09-21 10:36:00"
"9421","20153621113623-976","2015-10-21 11:36:00"
"9422","20153621113627-482","2015-12-21 11:36:00"
"9423","20153621123651-644","2015-08-21 00:36:00"
"9424","20153622013612-921","2015-11-22 01:36:00"
"9425","20153622023640-890","2015-08-22 14:36:00"
"9426","20153622043643-625","2015-06-22 16:36:00"
"9427","20153622053626-161","2015-07-22 17:36:00"
"9428","20153622083653-391","2015-07-22 08:36:00"
"9429","20153622093615-832","2015-05-22 09:36:00"
"9430","20153622093633-893","2015-08-22 09:36:00"
"9431","20153622103615-743","2015-07-22 10:36:00"
"9432","20153622103648-402","2015-09-22 10:36:00"
"9433","20153622113605-844","2015-08-22 11:36:00"
"9434","20153622113627-960","2015-08-22 11:36:00"
"9435","20153622113653-407","2015-05-22 11:36:00"
"9436","20153622123619-566","2015-05-22 12:36:00"
"9437","20153622123625-953","2015-07-22 12:36:00"
"9438","20153623023601-382","2015-06-23 02:36:00"
"9439","20153623043615-405","2015-06-23 16:36:00"
"9440","20153623073647-385","2015-07-23 07:36:00"
"9441","20153623073655-303","2015-06-23 07:36:00"
"9442","20153623093637-634","2015-07-23 21:36:00"
"9443","20153623093654-994","2015-08-23 09:36:00"
"9444","20153623113600-392","2015-07-23 11:36:00"
"9445","20153624033652-668","2015-09-24 15:36:00"
"9446","20153624043623-472","2015-10-24 16:36:00"
"9447","20153624053656-871","2015-05-24 17:36:00"
"9448","20153624063632-719","2015-07-24 18:36:00"
"9449","20153624063634-720","2015-06-24 06:36:00"
"9450","20153624073607-630","2015-08-24 07:36:00"
"9451","20153624073615-56","2015-07-24 07:36:00"
"9452","20153624083613-62","2015-08-24 08:36:00"
"9453","20153624083625-903","2015-05-24 20:36:00"
"9454","20153624093600-684","2015-07-24 09:36:00"
"9455","20153624093618-492","2015-06-24 09:36:00"
"9456","20153624093633-927","2015-09-24 09:36:00"
"9457","20153624093638-216","2015-09-24 09:36:00"
"9458","20153624113634-748","2015-09-24 11:36:00"
"9459","20153624123607-78","2015-07-24 12:36:00"
"9460","20153625033655-460","2015-07-25 15:36:00"
"9461","20153625043610-6","2015-07-25 16:36:00"
"9462","20153625053657-8","2015-05-25 17:36:00"
"9463","20153625063605-688","2015-08-25 06:36:00"
"9464","20153626023608-801","2015-07-26 14:36:00"
"9465","20153626023632-111","2015-06-26 14:36:00"
"9466","20153626023634-935","2015-06-26 14:36:00"
"9467","20153626033657-418","2015-07-26 15:36:00"
"9468","20153626053623-916","2015-06-26 17:36:00"
"9469","20153626073627-527","2015-07-26 07:36:00"
"9470","20153626083639-100","2015-06-26 08:36:00"
"9471","20153626093628-77","2015-06-26 09:36:00"
"9472","20153627013649-281","2015-07-27 01:36:00"
"9473","20153627053602-196","2015-10-27 05:36:00"
"9474","20153627103626-273","2015-07-27 10:36:00"
"9475","20153627103631-641","2015-05-27 10:36:00"
"9476","20153627113639-711","2015-06-27 11:36:00"
"9477","20153628013640-524","2015-10-28 13:36:00"
"9478","20153628013654-43","2015-07-28 01:36:00"
"9479","20153628043653-891","2015-10-28 04:36:00"
"9480","20153628063656-228","2015-07-28 06:36:00"
"9481","20153628093653-512","2015-09-28 09:36:00"
"9482","20153628093659-387","2015-07-28 09:36:00"
"9483","20153628113615-827","2015-09-28 11:36:00"
"9484","20153629023651-616","2015-08-29 14:36:00"
"9485","20153629043616-154","2015-05-29 16:36:00"
"9486","20153629043624-983","2015-09-29 16:36:00"
"9487","20153629053647-857","2015-09-29 17:36:00"
"9488","20153629073622-752","2015-06-29 07:36:00"
"9489","20153629093621-951","2015-07-29 09:36:00"
"9490","20153629093635-690","2015-06-29 09:36:00"
"9491","20153629103642-718","2015-08-29 10:36:00"
"9492","20153630063613-481","2015-09-30 18:36:00"
"9493","20153630103619-546","2015-07-30 10:36:00"
"9494","20153630123652-843","2015-06-30 00:36:00"
"9495","20153631023614-197","2015-07-31 14:36:00"
"9496","20153631043604-397","2015-07-31 16:36:00"
"9497","20153701033700-323","2015-05-01 03:37:00"
"9498","20153701033718-257","2015-07-01 15:37:00"
"9499","20153701043700-596","2015-09-01 16:37:00"
"9500","20153701043709-900","2015-08-01 16:37:00"
"9501","20153701093702-509","2015-08-01 09:37:00"
"9502","20153701113704-354","2015-07-01 11:37:00"
"9503","20153701113748-789","2015-09-01 11:37:00"
"9504","20153701123723-532","2015-09-01 12:37:00"
"9505","20153702023707-936","2015-10-02 02:37:00"
"9506","20153702103731-275","2015-06-02 10:37:00"
"9507","20153702123720-767","2015-06-02 12:37:00"
"9508","20153703033723-96","2015-07-03 15:37:00"
"9509","20153703033728-566","2015-10-03 03:37:00"
"9510","20153703033757-677","2015-09-03 15:37:00"
"9511","20153703063712-927","2015-07-03 18:37:00"
"9512","20153703073756-936","2015-08-03 07:37:00"
"9513","20153703093747-572","2015-07-03 09:37:00"
"9514","20153703093757-526","2015-07-03 09:37:00"
"9515","20153703103702-660","2015-05-03 10:37:00"
"9516","20153703103703-319","2015-07-03 10:37:00"
"9517","20153703113751-752","2015-07-03 11:37:00"
"9518","20153703123740-719","2015-07-03 12:37:00"
"9519","20153704013734-599","2015-06-04 13:37:00"
"9520","20153704023740-102","2015-10-04 14:37:00"
"9521","20153704023750-346","2015-05-04 02:37:00"
"9522","20153704043754-922","2015-06-04 04:37:00"
"9523","20153704053753-903","2015-06-04 05:37:00"
"9524","20153704073745-278","2015-07-04 07:37:00"
"9525","20153704083713-621","2015-09-04 08:37:00"
"9526","20153704083744-741","2015-06-04 08:37:00"
"9527","20153704093720-945","2015-06-04 09:37:00"
"9528","20153704093744-62","2015-09-04 09:37:00"
"9529","20153704113707-880","2015-06-04 11:37:00"
"9530","20153704113726-506","2015-06-04 11:37:00"
"9531","20153704113747-463","2015-07-04 11:37:00"
"9532","20153705013742-751","2015-05-05 13:37:00"
"9533","20153705023701-460","2015-07-05 14:37:00"
"9534","20153705023746-664","2015-09-05 14:37:00"
"9535","20153705023749-508","2015-09-05 14:37:00"
"9536","20153705033742-285","2015-11-05 15:37:00"
"9537","20153705043729-269","2015-08-05 04:37:00"
"9538","20153705043758-335","2015-05-05 16:37:00"
"9539","20153705073720-86","2015-08-05 07:37:00"
"9540","20153705073748-632","2015-07-05 07:37:00"
"9541","20153705093703-55","2015-06-05 09:37:00"
"9542","20153705093734-951","2015-09-05 09:37:00"
"9543","20153705103735-214","2015-06-05 10:37:00"
"9544","20153705113718-477","2015-08-05 11:37:00"
"9545","20153705123714-935","2015-07-05 12:37:00"
"9546","20153706033723-432","2015-06-06 15:37:00"
"9547","20153706033726-232","2015-08-06 03:37:00"
"9548","20153706053734-630","2015-09-06 17:37:00"
"9549","20153706063755-802","2015-08-06 06:37:00"
"9550","20153706113731-583","2015-06-06 11:37:00"
"9551","20153706123711-574","2015-07-06 00:37:00"
"9552","20153706123730-475","2015-06-06 12:37:00"
"9553","20153706123753-969","2015-08-06 12:37:00"
"9554","20153707013701-687","2015-09-07 01:37:00"
"9555","20153707013704-492","2015-09-07 13:37:00"
"9556","20153707013714-8","2015-08-07 13:37:00"
"9557","20153707023738-67","2015-11-07 14:37:00"
"9558","20153707023747-858","2015-07-07 14:37:00"
"9559","20153707043701-568","2015-06-07 04:37:00"
"9560","20153707063710-587","2015-08-07 06:37:00"
"9561","20153707073715-128","2015-07-07 07:37:00"
"9562","20153707073745-657","2015-07-07 07:37:00"
"9563","20153707093749-951","2015-08-07 09:37:00"
"9564","20153707103738-243","2015-05-07 10:37:00"
"9565","20153707103757-720","2015-09-07 10:37:00"
"9566","20153707123722-164","2015-09-07 12:37:00"
"9567","20153707123730-758","2015-08-07 12:37:00"
"9568","20153707123744-857","2015-07-07 12:37:00"
"9569","20153708023749-220","2015-07-08 14:37:00"
"9570","20153708023759-709","2015-09-08 14:37:00"
"9571","20153708043719-886","2015-06-08 16:37:00"
"9572","20153708043726-871","2015-08-08 16:37:00"
"9573","20153708063710-651","2015-06-08 06:37:00"
"9574","20153708073703-436","2015-06-08 07:37:00"
"9575","20153708073726-600","2015-07-08 07:37:00"
"9576","20153708103718-939","2015-07-08 10:37:00"
"9577","20153709023755-809","2015-08-09 02:37:00"
"9578","20153709043727-160","2015-06-09 16:37:00"
"9579","20153709073753-995","2015-06-09 07:37:00"
"9580","20153709093741-767","2015-09-09 09:37:00"
"9581","20153709093756-988","2015-07-09 09:37:00"
"9582","20153710013742-178","2015-09-10 13:37:00"
"9583","20153710023730-748","2015-07-10 14:37:00"
"9584","20153710023738-627","2015-08-10 14:37:00"
"9585","20153710023741-996","2015-07-10 14:37:00"
"9586","20153710023742-746","2015-05-10 02:37:00"
"9587","20153710043759-580","2015-12-10 16:37:00"
"9588","20153710063714-771","2015-06-10 06:37:00"
"9589","20153710073716-970","2015-08-10 07:37:00"
"9590","20153710073725-591","2015-09-10 07:37:00"
"9591","20153710083702-995","2015-06-10 08:37:00"
"9592","20153710103717-23","2015-06-10 10:37:00"
"9593","20153710103741-345","2015-09-10 10:37:00"
"9594","20153711013755-30","2015-08-11 13:37:00"
"9595","20153711023738-776","2015-08-11 14:37:00"
"9596","20153711033732-656","2015-09-11 15:37:00"
"9597","20153711053702-226","2015-07-11 17:37:00"
"9598","20153711053713-630","2015-08-11 05:37:00"
"9599","20153711053745-657","2015-08-11 05:37:00"
"9600","20153711063717-524","2015-08-11 06:37:00"
"9601","20153711063753-323","2015-06-11 06:37:00"
"9602","20153711073708-752","2015-08-11 07:37:00"
"9603","20153711073745-667","2015-07-11 19:37:00"
"9604","20153711073747-446","2015-07-11 07:37:00"
"9605","20153711083756-161","2015-05-11 08:37:00"
"9606","20153711093723-390","2015-08-11 09:37:00"
"9607","20153711103709-280","2015-08-11 10:37:00"
"9608","20153712013718-885","2015-05-12 13:37:00"
"9609","20153712013720-181","2015-07-12 13:37:00"
"9610","20153712023734-851","2015-06-12 14:37:00"
"9611","20153712043748-60","2015-07-12 16:37:00"
"9612","20153712053742-911","2015-07-12 17:37:00"
"9613","20153712053749-134","2015-07-12 05:37:00"
"9614","20153712053750-371","2015-08-12 05:37:00"
"9615","20153712063710-382","2015-06-12 06:37:00"
"9616","20153712063756-502","2015-07-12 06:37:00"
"9617","20153712103753-734","2015-12-12 22:37:00"
"9618","20153712113749-782","2015-09-12 11:37:00"
"9619","20153713023759-301","2015-05-13 14:37:00"
"9620","20153713053710-170","2015-06-13 05:37:00"
"9621","20153713053720-934","2015-06-13 17:37:00"
"9622","20153713073734-379","2015-08-13 19:37:00"
"9623","20153713073746-513","2015-05-13 19:37:00"
"9624","20153713103711-913","2015-10-13 10:37:00"
"9625","20153713103729-151","2015-08-13 10:37:00"
"9626","20153713103736-380","2015-07-13 22:37:00"
"9627","20153713113703-493","2015-07-13 11:37:00"
"9628","20153713113721-137","2015-07-13 11:37:00"
"9629","20153714023755-239","2015-06-14 14:37:00"
"9630","20153714033720-570","2015-07-14 03:37:00"
"9631","20153714043724-299","2015-08-14 16:37:00"
"9632","20153714053753-627","2015-09-14 17:37:00"
"9633","20153714063741-679","2015-09-14 18:37:00"
"9634","20153714063744-506","2015-09-14 06:37:00"
"9635","20153714083754-335","2015-07-14 08:37:00"
"9636","20153714093722-194","2015-06-14 09:37:00"
"9637","20153714093734-926","2015-08-14 09:37:00"
"9638","20153715043702-719","2015-08-15 04:37:00"
"9639","20153715063723-831","2015-08-15 18:37:00"
"9640","20153715073756-574","2015-10-15 07:37:00"
"9641","20153715093725-365","2015-08-15 09:37:00"
"9642","20153716033726-119","2015-06-16 15:37:00"
"9643","20153716033755-459","2015-05-16 15:37:00"
"9644","20153716053704-475","2015-08-16 05:37:00"
"9645","20153716053741-328","2015-07-16 17:37:00"
"9646","20153716123710-632","2015-08-16 12:37:00"
"9647","20153716123736-670","2015-05-16 00:37:00"
"9648","20153717013712-983","2015-07-17 01:37:00"
"9649","20153717013727-315","2015-09-17 13:37:00"
"9650","20153717023707-721","2015-10-17 14:37:00"
"9651","20153717033736-717","2015-09-17 15:37:00"
"9652","20153717043711-283","2015-10-17 16:37:00"
"9653","20153717053733-740","2015-08-17 05:37:00"
"9654","20153717063714-206","2015-06-17 18:37:00"
"9655","20153717083746-738","2015-07-17 08:37:00"
"9656","20153717103748-173","2015-08-17 10:37:00"
"9657","20153717113702-835","2015-07-17 11:37:00"
"9658","20153717123705-260","2015-05-17 12:37:00"
"9659","20153717123723-9","2015-09-17 12:37:00"
"9660","20153717123759-246","2015-06-17 12:37:00"
"9661","20153718013726-245","2015-07-18 13:37:00"
"9662","20153718023711-582","2015-06-18 02:37:00"
"9663","20153718023735-885","2015-11-18 14:37:00"
"9664","20153718063701-202","2015-08-18 06:37:00"
"9665","20153718083748-67","2015-06-18 20:37:00"
"9666","20153718113730-766","2015-06-18 11:37:00"
"9667","20153718113750-118","2015-07-18 11:37:00"
"9668","20153719023744-10","2015-05-19 14:37:00"
"9669","20153719023756-293","2015-07-19 14:37:00"
"9670","20153719053715-589","2015-07-19 17:37:00"
"9671","20153719063729-533","2015-07-19 06:37:00"
"9672","20153719063742-10","2015-07-19 06:37:00"
"9673","20153719063754-548","2015-07-19 06:37:00"
"9674","20153719093703-501","2015-09-19 09:37:00"
"9675","20153719093713-179","2015-09-19 21:37:00"
"9676","20153719113733-632","2015-06-19 11:37:00"
"9677","20153719113736-210","2015-08-19 23:37:00"
"9678","20153719123723-558","2015-09-19 00:37:00"
"9679","20153719123745-647","2015-06-19 12:37:00"
"9680","20153719123756-685","2015-06-19 12:37:00"
"9681","20153720013744-969","2015-12-20 13:37:00"
"9682","20153720033720-23","2015-07-20 15:37:00"
"9683","20153720063727-695","2015-10-20 06:37:00"
"9684","20153720093737-980","2015-07-20 09:37:00"
"9685","20153720123722-777","2015-08-20 12:37:00"
"9686","20153721013734-366","2015-06-21 13:37:00"
"9687","20153721013750-459","2015-08-21 13:37:00"
"9688","20153721033723-749","2015-08-21 15:37:00"
"9689","20153721043705-857","2015-08-21 16:37:00"
"9690","20153721043708-165","2015-08-21 04:37:00"
"9691","20153721043746-702","2015-06-21 16:37:00"
"9692","20153721053713-825","2015-05-21 17:37:00"
"9693","20153721073705-425","2015-06-21 07:37:00"
"9694","20153721073748-885","2015-09-21 07:37:00"
"9695","20153721073751-968","2015-06-21 07:37:00"
"9696","20153721083755-788","2015-08-21 08:37:00"
"9697","20153721093748-104","2015-06-21 09:37:00"
"9698","20153721113736-947","2015-11-21 11:37:00"
"9699","20153721113745-20","2015-12-21 11:37:00"
"9700","20153721113747-248","2015-07-21 11:37:00"
"9701","20153721123707-721","2015-06-21 12:37:00"
"9702","20153722023710-935","2015-07-22 14:37:00"
"9703","20153722033750-276","2015-06-22 15:37:00"
"9704","20153722043755-415","2015-09-22 16:37:00"
"9705","20153722083744-703","2015-07-22 08:37:00"
"9706","20153722093714-712","2015-06-22 09:37:00"
"9707","20153722113713-858","2015-08-22 11:37:00"
"9708","20153722113716-211","2015-07-22 11:37:00"
"9709","20153722113733-394","2015-07-22 11:37:00"
"9710","20153722123707-242","2015-07-22 12:37:00"
"9711","20153723013743-159","2015-07-23 13:37:00"
"9712","20153723043748-531","2015-06-23 16:37:00"
"9713","20153723053736-677","2015-09-23 05:37:00"
"9714","20153723053749-114","2015-07-23 05:37:00"
"9715","20153723053754-880","2015-07-23 05:37:00"
"9716","20153723063722-803","2015-08-23 18:37:00"
"9717","20153723093749-366","2015-08-23 09:37:00"
"9718","20153723093753-818","2015-08-23 09:37:00"
"9719","20153723103701-496","2015-06-23 10:37:00"
"9720","20153723103744-695","2015-07-23 10:37:00"
"9721","20153723103750-402","2015-08-23 10:37:00"
"9722","20153723123726-448","2015-09-23 12:37:00"
"9723","20153724013715-465","2015-12-24 13:37:00"
"9724","20153724023746-464","2015-05-24 14:37:00"
"9725","20153724023747-163","2015-07-24 14:37:00"
"9726","20153724023750-556","2015-06-24 02:37:00"
"9727","20153724043708-660","2015-05-24 04:37:00"
"9728","20153724053722-514","2015-07-24 05:37:00"
"9729","20153724063727-843","2015-09-24 06:37:00"
"9730","20153724093709-707","2015-09-24 09:37:00"
"9731","20153725033724-266","2015-09-25 15:37:00"
"9732","20153725063732-242","2015-08-25 06:37:00"
"9733","20153725073717-829","2015-09-25 19:37:00"
"9734","20153725083712-151","2015-06-25 08:37:00"
"9735","20153725113714-643","2015-09-25 11:37:00"
"9736","20153725123729-641","2015-05-25 12:37:00"
"9737","20153726013742-221","2015-09-26 13:37:00"
"9738","20153726023718-952","2015-07-26 14:37:00"
"9739","20153726023729-671","2015-12-26 14:37:00"
"9740","20153726033730-553","2015-08-26 03:37:00"
"9741","20153726053710-587","2015-11-26 05:37:00"
"9742","20153726053749-107","2015-09-26 17:37:00"
"9743","20153726073704-996","2015-07-26 07:37:00"
"9744","20153726073753-79","2015-06-26 07:37:00"
"9745","20153726083749-370","2015-09-26 08:37:00"
"9746","20153726103729-16","2015-07-26 22:37:00"
