car.id, path
20154930084931-614, entrance0 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 entrance0
20150330090357-596, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150730090701-127, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151230091228-162, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152230092210-527, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152630092647-226, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154230094206-93, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154930094911-931, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150230100245-923, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150230100247-423, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150730100725-834, entrance0 general-gate4 general-gate7 entrance1
20151630101656-555, entrance1 general-gate7 entrance3
20151930101920-522, entrance4 entrance2
20152030102012-63, entrance1 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152530102539-80, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance1
20152930102944-762, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20153330103301-467, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20153930103903-13, entrance2 camping6 camping6 entrance2
20155230105211-483, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 camping6 camping6 gate8 ranger-base
20155830105834-763, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20150630110633-414, entrance0 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150930110949-443, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20151030111021-959, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152830112817-503, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154730114701-335, entrance4 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154930114905-404, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155930115903-142, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150030120002-677, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150630120655-755, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20151930121913-276, entrance1 camping2 camping2 general-gate7 entrance3
20152130122123-358, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance4
20152330122319-139, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153430123444-403, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153930123905-665, entrance4 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154630124612-292, entrance3 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20155130125126-108, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20150530010559-140, entrance1 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151130011100-867, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151130011131-735, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20152030012007-560, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20152330012336-951, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152730012738-814, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20154030014017-971, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155430015455-513, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20150430020414-999, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20151030021055-539, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151330021355-948, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152630022658-764, entrance1 general-gate7 entrance3
20154030024055-701, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20154330024325-110, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20155130025118-645, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155230025241-974, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20150030030022-184, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151330031338-241, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151330031338-365, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152330032302-7, entrance4 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153230033205-767, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153330033330-655, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153530033515-177, entrance0 general-gate4 general-gate7 entrance1
20155330035332-211, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155330035349-797, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150530040554-707, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150930040930-759, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20151730041740-897, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151830041830-664, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152030042019-172, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152130042105-824, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153030043050-881, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153130043132-951, entrance3 general-gate7 camping5 camping5 general-gate7 entrance1
20153230043217-141, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20154230044228-559, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155730045709-115, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155830045808-582, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151530051543-867, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152730052714-154, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20152830052802-839, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20153330053323-666, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153430053418-339, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20154830054857-116, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20155130055132-838, entrance1 camping2 camping2 general-gate7 general-gate4 entrance0
20155330055334-238, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155530055509-649, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151330061337-218, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152930062935-698, entrance4 entrance2
20154930064955-254, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150230070254-178, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152930072920-440, entrance1 general-gate7 entrance3
20150730090704-697, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153230093248-414, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153030103020-208, entrance1 general-gate7 entrance3
20151731121701-28, entrance1 general-gate7 general-gate4 entrance0
20154531124504-223, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152031012019-297, entrance0 entrance3
20150731020756-741, entrance4 entrance2
20154331024312-424, entrance1 general-gate7 general-gate4 entrance0
20150731030706-870, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151231031229-263, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153231033254-723, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153931033915-279, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155031035003-913, entrance1 general-gate7 entrance3
20150331040348-209, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151431041454-898, entrance1 general-gate7 general-gate4 entrance0
20154231044211-574, entrance2 entrance4
20155331055329-993, entrance0 general-gate4 general-gate7 entrance1
20152431062440-856, entrance2 camping1 camping1 general-gate0 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153231063236-320, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153231063239-916, entrance3 general-gate7 camping3 camping3 general-gate7 entrance3
20153431063459-58, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154131064108-409, entrance4 entrance2
20155731065708-964, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150031070053-947, entrance1 camping2 camping2 general-gate7 entrance3
20150931070953-531, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152031072019-442, entrance3 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152131072114-536, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20152931072940-294, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153831073807-668, entrance1 camping3 camping3 general-gate7 general-gate4 entrance0
20153831073821-785, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150331080305-385, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150431080417-292, entrance4 entrance2
20151131081108-573, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152531082521-227, entrance1 general-gate7 camping5 camping5 general-gate7 entrance3
20153131083117-488, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20154231084229-906, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150631090611-983, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150731090735-400, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance2
20151931091954-384, entrance2 entrance4
20152031092032-480, entrance0 general-gate4 general-gate7 entrance1
20153131093154-864, entrance2 general-gate6 camping7 camping7 general-gate6 entrance2
20153931093915-91, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155031095040-402, entrance3 entrance0
20155431095434-843, entrance1 camping4 camping4 general-gate7 entrance3
20152531102541-22, entrance3 general-gate7 camping4 camping4 entrance1
20153031103041-989, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154631104618-531, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20155231105239-338, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150631110616-558, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150831110802-88, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151031111040-488, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151531111510-701, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151731111751-901, entrance1 general-gate7 general-gate4 entrance0
20152831112848-584, entrance4 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153731113748-614, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153931113929-38, entrance0 general-gate4 general-gate7 camping0 camping0 entrance1
20154131114102-992, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 camping6 camping6 gate8 ranger-base
20155131115159-825, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20155731115721-967, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150731120739-57, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151231121209-661, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20151331121322-413, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151431121439-712, entrance0 general-gate4 general-gate7 camping2 camping2 entrance1
20152431122444-914, entrance0 general-gate4 general-gate7 camping0 camping0 entrance1
20152831122812-289, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154731124732-510, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155631125643-477, entrance1 camping3 camping3 general-gate7 general-gate4 entrance0
20150431010443-726, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20150931010941-247, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20151631011622-538, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155531015543-259, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20150831020803-228, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151431021459-538, entrance1 general-gate7 entrance3
20151731021746-364, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20151931021927-541, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155331025312-334, entrance0 general-gate4 general-gate7 camping0 camping0 entrance1
20155331025328-447, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155331025357-961, entrance1 general-gate7 camping5 camping5 general-gate7 entrance3
20155331025358-360, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155931025933-274, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151231031240-441, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151531031549-230, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151931031941-864, entrance2 general-gate3 camping8 camping8 general-gate3 entrance2
20152231032211-936, entrance3 general-gate7 camping4 camping4 general-gate7 entrance3
20152531032502-40, entrance3 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20152731032706-323, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153031033051-136, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20154031034031-358, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20151631041644-215, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20152431042436-774, entrance1 general-gate7 entrance3
20153231043218-61, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153331043359-711, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20155431045446-820, entrance3 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150631050638-897, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151431051408-107, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20151531051542-946, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153831053831-162, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153831053859-551, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155631055610-579, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152031072030-847, entrance0 general-gate4 general-gate7 entrance1
20153131073158-577, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151031081056-17, entrance3 entrance0
20152231082210-565, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152531082536-410, entrance1 general-gate7 general-gate4 entrance0
20155831085848-755, entrance0 general-gate4 general-gate7 entrance1
20151431091410-195, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151831091817-112, entrance3 entrance0
20152931092901-805, entrance4 entrance2
20154431104425-802, entrance3 general-gate7 entrance1
20151831111851-513, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152831112827-980, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154231114214-462, entrance2 entrance4
20150301010358-741, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151101011114-329, entrance2 entrance4
20154001014033-163, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155401015403-770, entrance0 entrance3
20154901044910-777, entrance3 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 entrance3
20151201051230-898, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153001053010-143, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20153101053124-752, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance1
20155201055205-698, entrance0 entrance3
20150001060025-421, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150001070000-174, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150701070722-706, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152801072819-105, entrance3 general-gate7 camping3 camping3 general-gate7 entrance3
20154201074239-177, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154801074826-429, entrance4 general-gate5 camping8 camping8 general-gate3 entrance2
20150001080008-525, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20150701080732-301, entrance3 general-gate7 camping4 camping4 entrance1
20151001081041-702, entrance3 general-gate7 camping0 camping0 general-gate7 entrance3
20152201082225-621, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152501082533-97, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152801082834-605, entrance4 general-gate5 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153001083045-98, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20150001090048-374, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20151301091306-345, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20153901093935-546, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154901094931-229, entrance0 general-gate4 general-gate7 entrance1
20150801100806-862, entrance4 general-gate5 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
